,ons_code,euref,mp_x,constituency,revoke_sign_count,nodeal_sign_count,election,electorate,majority,resultOfElection,turnout,mp_name,mp_name_match,iv2_e,mp_y,iv2_c,iv2_d,iv2_g,iv1_b,iv1_d,iv1_h,iv1_j,iv1_k,iv1_l,iv1_m,iv1_o,mv3,mv2,mv1
391,E14000977,0.510016675,Nadhim Zahawi MP,Stratford-on-Avon,8405,876,2017 General Election,72572,21958,Con Hold,53532,Nadhim Zahawi,90.0,NoVote,Nadhim Zahawi,NoVote,NoVote,NoVote,,,,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
392,W07000041,0.5094200416,Albert Owen MP,Ynys Môn,4078,625,2017 General Election,52921,5259,Lab Hold,37367,Albert Owen,88.0,AyeVote,Albert Owen,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
393,E14000623,0.508869519,Rt Hon Mel Stride MP,Central Devon,10040,1050,2017 General Election,74370,15680,Con Hold,57844,Mel Stride,67.0,NoVote,Mel Stride,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
394,E14000941,0.508843534,Mr Richard Bacon MP,South Norfolk,8865,1050,2017 General Election,83055,16678,Con Hold,61111,Mr Richard Bacon,91.0,NoVote,Mr Richard Bacon,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
395,E14000745,0.5083652561,Oliver Dowden MP,Hertsmere,8196,710,2017 General Election,73561,16951,Con Hold,52253,Oliver Dowden,90.0,NoVote,Oliver Dowden,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
396,E14000784,0.508359919,Liz Kendall MP,Leicester West,4496,542,2017 General Election,64843,11060,Lab Hold,37512,Liz Kendall,88.0,AyeVote,Liz Kendall,AyeVote,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
397,E14000633,0.507327707,Gillian Keegan MP,Chichester,10465,1178,2017 General Election,84991,22621,Con Hold,59918,Gillian Keegan,90.0,NoVote,Gillian Keegan,,NoVote,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
398,E14000628,0.506832006,Vicky Ford MP,Chelmsford,8447,1021,2017 General Election,81032,13572,Con Hold,56860,Vicky Ford,87.0,NoVote,Vicky Ford,AyeVote,NoVote,NoVote,NoVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
399,E14001024,0.50552837,Mike Amesbury MP,Weaver Vale,6554,877,2017 General Election,69016,3928,Lab Gain,50613,Mike Amesbury,90.0,AyeVote,Mike Amesbury,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
400,E14000748,0.5054802765,Ruth George MP,High Peak,8521,846,2017 General Election,73248,2322,Lab Gain,53853,Ruth George,88.0,AyeVote,Ruth George,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
401,E14000678,0.504076662,Rt Hon Sir Hugo Swire MP,East Devon,9484,1219,2017 General Election,82369,8036,Con Hold,60382,Sir Hugo Swire,74.0,NoVote,Sir Hugo Swire,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,NoVote
402,E14000651,0.503794929,Mr Jim Cunningham MP,Coventry South,6903,622,2017 General Election,70736,7947,Lab Hold,47009,Mr Jim Cunningham,92.0,AyeVote,Mr Jim Cunningham,AyeVote,AyeVote,,NoVote,AyeVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote
403,E14000539,0.503477977,Victoria Prentis MP,Banbury,10440,1095,2017 General Election,83824,12399,Con Hold,61562,Victoria Prentis,91.0,NoVote,Victoria Prentis,AyeVote,,NoVote,NoVote,,,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
404,E14000932,0.503281438,David Warburton MP,Somerton and Frome,11014,1105,2017 General Election,84437,22906,Con Hold,63892,David Warburton,91.0,NoVote,David Warburton,NoVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
405,E14000654,0.5031024068820353,Sarah Jones MP,Croydon Central,8388,647,2017 General Election,80045,5652,Lab Gain,57091,Sarah Jones,88.0,AyeVote,Sarah Jones,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
406,E14000860,0.503021498,James Gray MP,North Wiltshire,8524,961,2017 General Election,71408,22877,Con Hold,53706,James Gray,87.0,NoVote,James Gray,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
407,W07000073,0.502766239,Mrs Madeleine Moon MP,Bridgend,4605,619,2017 General Election,62185,4700,Lab Hold,43255,Mrs Madeleine Moon,92.0,AyeVote,Mrs Madeleine Moon,AyeVote,,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
408,E14000797,0.500904207,Rt Hon Nicky Morgan MP,Loughborough,7442,803,2017 General Election,79607,4269,Con Hold,54148,Nicky Morgan,71.0,NoVote,Nicky Morgan,AyeVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
409,E14000645,0.500553492,Thelma Walker MP,Colne Valley,7717,1012,2017 General Election,84387,915,Lab Gain,60420,Thelma Walker,90.0,AyeVote,Thelma Walker,AyeVote,,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
410,E14000571,0.500392038,Graham Stringer MP,Blackley and Broughton,4634,537,2017 General Election,71648,19601,Lab Hold,40113,Graham Stringer,91.0,NoVote,Graham Stringer,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
411,E14001010,0.4992311963439115,Ms Angela Eagle MP,Wallasey,5641,741,2017 General Election,67454,23320,Lab Hold,48353,Ms Angela Eagle,91.0,AyeVote,Ms Angela Eagle,AyeVote,AyeVote,AyeVote,NoVote,,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
412,E14000912,0.499081401,John Glen MP,Salisbury,8569,907,2017 General Election,72892,17333,Con Hold,53311,John Glen,86.0,NoVote,John Glen,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
413,E14000634,0.49880471,Rt Hon Iain Duncan Smith MP,Chingford and Woodford Green,8126,601,2017 General Election,65958,2438,Con Hold,46961,Mr Iain Duncan Smith,77.0,NoVote,Mr Iain Duncan Smith,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
414,S14000046,0.4987319669,Douglas Ross MP,Moray,5357,608,2017 General Election,70649,4159,Con Gain,47605,Douglas Ross,89.0,NoVote,Douglas Ross,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,,NoVote
415,E14000907,0.498469717,Rt Hon Philip Hammond MP,Runnymede and Weybridge,9879,921,2017 General Election,74888,18050,Con Hold,51609,Mr Philip Hammond,73.0,,Mr Philip Hammond,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
416,E14000604,0.4982886934,Robert Neill MP,Bromley and Chislehurst,9403,809,2017 General Election,65117,9590,Con Hold,46662,Robert Neill,89.0,,Robert Neill,AyeVote,,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
417,E14000796,0.498207198,Stephen Twigg MP,"Liverpool, West Derby",4629,499,2017 General Election,65164,32908,Lab Hold,45163,Stephen Twigg,90.0,AyeVote,Stephen Twigg,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
418,E14000534,0.497011058,Rt Hon Nick Herbert MP,Arundel and South Downs,10807,1071,2017 General Election,79478,23883,Con Hold,60256,Nick Herbert,71.0,NoVote,Nick Herbert,AyeVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
419,E14000821,0.496650905,Rt Hon Mark Lancaster MP,Milton Keynes North,10046,1067,2017 General Election,89207,1915,Con Hold,63864,Mark Lancaster,74.0,NoVote,Mark Lancaster,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
420,E14001059,0.496480992,Mike Kane MP,Wythenshawe and Sale East,7489,664,2017 General Election,76361,14944,Lab Hold,45846,Mike Kane,86.0,,Mike Kane,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,,NoVote,NoVote,NoVote,NoVote
421,N06000002,0.4964475132592815,Rt Hon Nigel Dodds MP,Belfast North,5614,447,2017 General Election,68249,2081,DUP Hold,45936,Nigel Dodds,69.0,NoVote,Nigel Dodds,NoVote,NoVote,NoVote,,,,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
422,E14000906,0.495438455,Rt Hon Nick Hurd MP,"Ruislip, Northwood and Pinner",9348,673,2017 General Election,73427,13980,Con Hold,53382,Mr Nick Hurd,65.0,,Mr Nick Hurd,,,NoVote,NoVote,,,,NoVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote
423,E14000753,0.494864101,Jeremy Quin MP,Horsham,10903,1083,2017 General Election,82772,23484,Con Hold,61987,Jeremy Quin,88.0,NoVote,Jeremy Quin,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
424,E14000956,0.494121812,Dr Alan Whitehead MP,"Southampton, Test",8602,756,2017 General Election,70199,11503,Lab Hold,46903,Dr Alan Whitehead,92.0,AyeVote,Dr Alan Whitehead,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
425,W07000046,0.493087327,Tonia Antoniazzi MP,Gower,5846,545,2017 General Election,62163,3269,Lab Gain,45576,Tonia Antoniazzi,91.0,AyeVote,Tonia Antoniazzi,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
426,E14000680,0.492743694,Rt Hon Damian Hinds MP,East Hampshire,10018,940,2017 General Election,74151,25852,Con Hold,55408,Mr Damian Hinds,70.0,,Mr Damian Hinds,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
427,E14000744,0.492372345,Mr Mark Prisk MP,Hertford and Stortford,11261,954,2017 General Election,82339,19035,Con Hold,59992,Mr Mark Prisk,90.0,,Mr Mark Prisk,NoVote,,,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
428,E14000691,0.4921544261673582,Rt Hon Joan Ryan MP,Enfield North,6307,455,2017 General Election,68076,10247,Lab Hold,48565,Joan Ryan,64.0,AyeVote,Joan Ryan,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
429,E14000550,0.490062673,Rt Hon Dominic Grieve QC MP,Beaconsfield,9904,850,2017 General Election,77524,24543,Con Hold,56028,Mr Dominic Grieve,68.0,AyeVote,Mr Dominic Grieve,,,AyeVote,NoVote,,NoVote,,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
430,E14000979,0.489054855,Kate Green MP,Stretford and Urmston,8308,654,2017 General Election,71833,19705,Lab Hold,50191,Kate Green,87.0,AyeVote,Kate Green,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
431,E14000608,0.488708672,Rt Hon John Bercow MP,Buckingham,10723,1041,2017 General Election,79615,25725,Spk Hold,52679,,,,,,,,,,,,,,,,,,
